-0.198,0.0,-0.198,0.0,0.2225,9936.234027581952,
-0.194,0.0,-0.194,0.0,0.2275,10037.773868305316,
-0.19,0.0,-0.19,0.0,0.2325,10143.137861553156,
-0.186,0.0,-0.186,0.0,0.2375,10258.888886453076,
-0.182,0.0,-0.182,0.0,0.2425,10376.099981651098,
-0.17800000000000002,0.0,-0.17800000000000002,0.0,0.2475,10494.896680247648,
-0.17400000000000002,0.0,-0.17400000000000002,0.0,0.2525,10625.302479955317,
-0.17,0.0,-0.17,0.0,0.2575,10761.74058400831,
-0.166,0.0,-0.166,0.0,0.2625,10903.849462647559,
-0.162,0.0,-0.162,0.0,0.2675,11053.048863007078,
-0.158,0.0,-0.158,0.0,0.2725,11216.097147237297,
-0.15400000000000003,0.0,-0.15400000000000003,0.0,0.2775,11389.966690999614,
-0.15000000000000002,0.0,-0.15000000000000002,0.0,0.2825,11578.566385727197,
-0.14600000000000002,0.0,-0.14600000000000002,0.0,0.2875,11781.366146117603,
-0.14200000000000002,0.0,-0.14200000000000002,0.0,0.2925,12026.91401718219,
-0.138,0.0,-0.138,0.0,0.2975,12329.35820431015,
-0.134,0.0,-0.134,0.0,0.3025,12496.369523586463,
-0.13,0.0,-0.13,0.0,0.3075,12583.171059657961,
-0.126,0.0,-0.126,0.0,0.3125,12763.715204248776,
-0.12200000000000001,0.0,-0.12200000000000001,0.0,0.3175,13019.463912394061,
-0.11800000000000001,0.0,-0.11800000000000001,0.0,0.3225,13283.145842660331,
-0.114,0.0,-0.114,0.0,0.3275,13660.248356684227,
-0.11000000000000001,0.0,-0.11000000000000001,0.0,0.3325,13846.481360357293,
-0.10600000000000001,0.0,-0.10600000000000001,0.0,0.3375,14084.255802124419,
-0.10200000000000001,0.0,-0.10200000000000001,0.0,0.3425,14446.779007398041,
-0.098,0.0,-0.098,0.0,0.34750000000000003,14794.647532163865,
-0.09400000000000001,0.0,-0.09400000000000001,0.0,0.35250000000000004,15242.229758490543,
-0.09000000000000001,0.0,-0.09000000000000001,0.0,0.35750000000000004,15782.436080407593,
-0.08600000000000001,0.0,-0.08600000000000001,38.37323968200022,0.36250000000000004,16463.24209948182,
-0.082,20.804789889485516,-0.082,64.91317325362104,0.3675,17310.118909104236,
-0.07800000000000001,19.61369663221002,-0.07800000000000001,76.48779749964828,0.3725,18648.47465665045,
-0.07400000000000001,14.52983506917888,-0.07400000000000001,91.59824101308047,0.3775,20605.14907219199,
-0.07,101.12683148148679,-0.07,235.26143954486042,0.3825,20381.67079511908,
-0.066,238.06298826880027,-0.066,410.1300254324725,0.3875,20867.720098471196,
-0.062,665.3456247106767,-0.062,775.1864087337341,0.3925,19076.115544189663,
-0.057999999999999996,1051.0320467742422,-0.057999999999999996,1331.0693824037585,0.39749999999999996,18889.955701545645,
-0.05400000000000002,2129.0941896620707,-0.05400000000000002,2089.3570022466592,0.40249999999999997,18710.906945338607,
-0.05000000000000002,3404.321256691115,-0.05000000000000002,3202.772373761386,0.4075,18914.936713847896,
-0.04600000000000001,5167.873980204818,-0.04600000000000001,4502.132731967266,0.4125,18089.23897131661,
-0.04200000000000001,7367.272474256345,-0.04200000000000001,6888.417348441914,0.4175,17497.4304151375,
-0.038000000000000006,10074.881857003254,-0.038000000000000006,10480.921325853998,0.4225,17634.58554675822,
-0.034,13228.443266820512,-0.034,14660.25883422922,0.4275,17991.840664216932,
-0.03,17231.609187031376,-0.03,18780.212943099683,0.4325,16861.739743327827,
-0.025999999999999995,23508.534164998815,-0.025999999999999995,23622.88298352303,0.4375,16781.6283924109,
-0.02200000000000002,31122.74117604602,-0.02200000000000002,29995.17948983351,0.4425,16151.355504186686,
-0.018000000000000016,36645.30530884797,-0.018000000000000016,35758.867478352164,0.4475,16571.126038719554,
-0.014000000000000012,45087.371268712035,-0.014000000000000012,43336.83238095032,0.4525,16019.318948083432,
-0.010000000000000009,49509.14798070574,-0.010000000000000009,48990.25176736057,0.4575,19962.98730191734,
-0.006000000000000005,52443.91856759812,-0.006000000000000005,55544.99614133028,0.4625,10134.674353366432,
-0.0020000000000000018,57609.169125992055,-0.0020000000000000018,59014.601350432386,0.4675,0.0,
0.0020000000000000018,57902.564914971634,0.0020000000000000018,57664.630956351946,0.47250000000000003,0.0,
0.006000000000000005,54670.18999670539,0.006000000000000005,54410.474599404384,0.47750000000000004,0.0,
0.009999999999999981,50353.80244603984,0.009999999999999981,47251.09102026759,0.48250000000000004,0.0,
0.013999999999999985,45098.718913661076,0.013999999999999985,42633.10319209075,0.48750000000000004,0.0,
0.017999999999999988,35915.30652731787,0.017999999999999988,35708.03846559074,0.49250000000000005,0.0,
0.021999999999999992,29828.4804175703,0.021999999999999992,30750.168110948074,0.49750000000000005,0.0,
0.025999999999999995,22324.837054649943,0.025999999999999995,23787.180433021815,0.5025000000000001,0.0,
0.03,18508.153295935976,0.03,18643.034953706585,0.5075000000000001,0.0,
0.034,14025.59606194483,0.034,14387.402418055131,0.5125,0.0,
0.038000000000000006,9390.761601775823,0.038000000000000006,10485.393585730624,0.5175,0.0,
0.04199999999999998,6789.335901150787,0.04199999999999998,6831.4670946313345,0.5225,0.0,
0.045999999999999985,5022.244428107233,0.045999999999999985,4575.3108666234875,0.5275,0.0,
0.04999999999999999,3940.5029882535323,0.04999999999999999,3344.52935538058,0.5325,0.0,
0.05399999999999999,2166.6545879888467,0.05399999999999999,2000.2359535672717,0.5375,0.0,
0.057999999999999996,1082.4617672083568,0.057999999999999996,1031.031254985424,0.5425,0.0,
