time [s], x [m], y [m], z[m], E [MeV], px [MeV], py [MeV], pz [MeV]
6.67E-10,-0.0060026464,-0.004885539,0.09564409,1063.2245764653862,-37.55685,-32.447243,498.1357
6.68E-10,-0.0060132435,-0.0048946943,0.09578464,1063.2245764653862,-37.55685,-32.447243,498.1357
6.69E-10,-0.0060238405,-0.0049038497,0.09592519,1063.2245764653862,-37.55685,-32.447243,498.1357
6.7E-10,-0.0060344376,-0.0049130046,0.096065745,1063.2245764653862,-37.55685,-32.447243,498.1357
6.71E-10,-0.0060450346,-0.00492216,0.0962063,1063.2245764653862,-37.55685,-32.447243,498.1357
6.72E-10,-0.0060556317,-0.0049313153,0.096346855,1063.2245764653862,-37.55685,-32.447243,498.1357
6.73E-10,-0.0060662287,-0.0049404707,0.09648741,1063.2245764653862,-37.55685,-32.447243,498.1357
6.74E-10,-0.006076826,-0.004949626,0.096627966,1063.2245764653862,-37.55685,-32.447243,498.1357
6.75E-10,-0.006087423,-0.0049587814,0.09676852,1063.2245764653862,-37.55685,-32.447243,498.1357
6.76E-10,-0.00609802,-0.004967937,0.096909076,1063.2245764653862,-37.55685,-32.447243,498.1357
6.77E-10,-0.006108617,-0.004977092,0.097049624,1063.2245764653862,-37.55685,-32.447243,498.1357
6.78E-10,-0.006119214,-0.0049862475,0.09719018,1063.2245764653862,-37.55685,-32.447243,498.1357
6.79E-10,-0.006129811,-0.004995403,0.097330734,1063.2245764653862,-37.55685,-32.447243,498.1357
6.8E-10,-0.006140408,-0.0050045582,0.09747129,1063.2245764653862,-37.55685,-32.447243,498.1357
6.81E-10,-0.006151005,-0.0050137136,0.097611845,1063.2245764653862,-37.55685,-32.447243,498.1357
6.82E-10,-0.006161602,-0.005022869,0.0977524,1063.2245764653862,-37.55685,-32.447243,498.1357
6.83E-10,-0.0061721993,-0.005032024,0.097892955,1063.2245764653862,-37.55685,-32.447243,498.1357
6.84E-10,-0.0061827963,-0.0050411792,0.09803351,1063.2245764653862,-37.55685,-32.447243,498.1357
6.85E-10,-0.0061933934,-0.0050503346,0.09817406,1063.2245764653862,-37.55685,-32.447243,498.1357
6.86E-10,-0.0062039904,-0.00505949,0.09831461,1063.2245764653862,-37.55685,-32.447243,498.1357
6.87E-10,-0.0062145875,-0.0050686453,0.09845517,1063.2245764653862,-37.55685,-32.447243,498.1357
6.88E-10,-0.0062251845,-0.0050778007,0.09859572,1063.2245764653862,-37.55685,-32.447243,498.1357
6.89E-10,-0.0062357816,-0.005086956,0.09873628,1063.2245764653862,-37.55685,-32.447243,498.1357
6.9E-10,-0.0062463786,-0.0050961114,0.098876834,1063.2245764653862,-37.55685,-32.447243,498.1357
6.91E-10,-0.0062569757,-0.005105267,0.09901739,1063.2245764653862,-37.55685,-32.447243,498.1357
6.92E-10,-0.006267573,-0.005114422,0.09915794,1063.2245764653862,-37.55685,-32.447243,498.1357
6.93E-10,-0.0062781703,-0.0051235775,0.09929849,1063.2245764653862,-37.55685,-32.447243,498.1357
6.94E-10,-0.0062887673,-0.005132733,0.09943905,1063.2245764653862,-37.55685,-32.447243,498.1357
6.95E-10,-0.0062993644,-0.0051418883,0.0995796,1063.2245764653862,-37.55685,-32.447243,498.1357
6.96E-10,-0.0063099614,-0.005151043,0.09972016,1063.2245764653862,-37.55685,-32.447243,498.1357
6.97E-10,-0.0063205585,-0.0051601985,0.09986071,1063.2245764653862,-37.55685,-32.447243,498.1357
6.98E-10,-0.0063311555,-0.005169354,0.10000127,1063.2245764653862,-37.55685,-32.447243,498.1357
6.99E-10,-0.0063417526,-0.0051785093,0.10014182,1063.2245764653862,-37.55685,-32.447243,498.1357
7.0E-10,-0.0063523497,-0.0051876646,0.10028237,1063.2245764653862,-37.55685,-32.447243,498.1357
7.01E-10,-0.0063629467,-0.00519682,0.100422926,1063.2245764653862,-37.55685,-32.447243,498.1357
7.02E-10,-0.0063735438,-0.0052059754,0.10056348,1063.2245764653862,-37.55685,-32.447243,498.1357
7.03E-10,-0.006384141,-0.0052151307,0.10070404,1063.2245764653862,-37.55685,-32.447243,498.1357
7.04E-10,-0.006394738,-0.005224286,0.10084459,1063.2245764653862,-37.55685,-32.447243,498.1357
7.05E-10,-0.006405335,-0.0052334415,0.10098515,1063.2245764653862,-37.55685,-32.447243,498.1357
7.06E-10,-0.006415932,-0.005242597,0.1011257,1063.2245764653862,-37.55685,-32.447243,498.1357
7.07E-10,-0.006426529,-0.005251752,0.10126626,1063.2245764653862,-37.55685,-32.447243,498.1357
7.08E-10,-0.006437126,-0.0052609076,0.101406805,1063.2245764653862,-37.55685,-32.447243,498.1357
7.09E-10,-0.006447723,-0.0052700625,0.10154736,1063.2245764653862,-37.55685,-32.447243,498.1357
7.1E-10,-0.00645832,-0.005279218,0.101687916,1063.2245764653862,-37.55685,-32.447243,498.1357
7.11E-10,-0.0064689172,-0.005288373,0.10182847,1063.2245764653862,-37.55685,-32.447243,498.1357
7.12E-10,-0.0064795143,-0.0052975286,0.101969026,1063.2245764653862,-37.55685,-32.447243,498.1357
7.13E-10,-0.0064901114,-0.005306684,0.10210958,1063.2245764653862,-37.55685,-32.447243,498.1357
7.14E-10,-0.0065007084,-0.0053158393,0.10225014,1063.2245764653862,-37.55685,-32.447243,498.1357
7.15E-10,-0.0065113055,-0.0053249947,0.102390684,1063.2245764653862,-37.55685,-32.447243,498.1357
7.16E-10,-0.0065219025,-0.00533415,0.10253124,1063.2245764653862,-37.55685,-32.447243,498.1357
7.17E-10,-0.0065324996,-0.0053433054,0.102671795,1063.2245764653862,-37.55685,-32.447243,498.1357
7.18E-10,-0.0065430966,-0.005352461,0.10281235,1063.2245764653862,-37.55685,-32.447243,498.1357
7.19E-10,-0.0065536937,-0.005361616,0.102952905,1063.2245764653862,-37.55685,-32.447243,498.1357
7.2E-10,-0.0065642907,-0.0053707715,0.10309346,1063.2245764653862,-37.55685,-32.447243,498.1357
7.21E-10,-0.006574888,-0.005379927,0.103234015,1063.2245764653862,-37.55685,-32.447243,498.1357
7.22E-10,-0.006585485,-0.005389082,0.10337457,1063.2245764653862,-37.55685,-32.447243,498.1357
7.23E-10,-0.006596082,-0.005398237,0.10351512,1063.2245764653862,-37.55685,-32.447243,498.1357
7.24E-10,-0.006606679,-0.0054073925,0.10365567,1063.2245764653862,-37.55685,-32.447243,498.1357
7.25E-10,-0.006617276,-0.005416548,0.10379623,1063.2245764653862,-37.55685,-32.447243,498.1357
7.26E-10,-0.006627873,-0.0054257032,0.103936784,1063.2245764653862,-37.55685,-32.447243,498.1357
7.27E-10,-0.00663847,-0.0054348586,0.10407734,1063.2245764653862,-37.55685,-32.447243,498.1357
7.28E-10,-0.006649067,-0.005444014,0.104217894,1063.2245764653862,-37.55685,-32.447243,498.1357
7.29E-10,-0.006659664,-0.0054531693,0.10435845,1063.2245764653862,-37.55685,-32.447243,498.1357
7.3E-10,-0.0066702613,-0.0054623247,0.104499,1063.2245764653862,-37.55685,-32.447243,498.1357
7.31E-10,-0.0066808583,-0.00547148,0.10463955,1063.2245764653862,-37.55685,-32.447243,498.1357
7.32E-10,-0.0066914554,-0.0054806354,0.10478011,1063.2245764653862,-37.55685,-32.447243,498.1357
7.33E-10,-0.0067020524,-0.005489791,0.10492066,1063.2245764653862,-37.55685,-32.447243,498.1357
7.34E-10,-0.0067126495,-0.005498946,0.10506122,1063.2245764653862,-37.55685,-32.447243,498.1357
7.35E-10,-0.0067232465,-0.005508101,0.10520177,1063.2245764653862,-37.55685,-32.447243,498.1357
7.36E-10,-0.0067338436,-0.0055172564,0.10534233,1063.2245764653862,-37.55685,-32.447243,498.1357
7.37E-10,-0.0067444406,-0.005526412,0.105482884,1063.2245764653862,-37.55685,-32.447243,498.1357
7.38E-10,-0.0067550377,-0.005535567,0.10562343,1063.2245764653862,-37.55685,-32.447243,498.1357
7.39E-10,-0.0067656348,-0.0055447225,0.10576399,1063.2245764653862,-37.55685,-32.447243,498.1357
7.4E-10,-0.006776232,-0.005553878,0.10590454,1063.2245764653862,-37.55685,-32.447243,498.1357
7.41E-10,-0.006786829,-0.0055630333,0.1060451,1063.2245764653862,-37.55685,-32.447243,498.1357
7.42E-10,-0.006797426,-0.0055721886,0.10618565,1063.2245764653862,-37.55685,-32.447243,498.1357
7.43E-10,-0.006808023,-0.005581344,0.10632621,1063.2245764653862,-37.55685,-32.447243,498.1357
7.44E-10,-0.00681862,-0.0055904994,0.10646676,1063.2245764653862,-37.55685,-32.447243,498.1357
7.45E-10,-0.006829217,-0.0055996547,0.10660732,1063.2245764653862,-37.55685,-32.447243,498.1357
7.46E-10,-0.006839814,-0.00560881,0.106747866,1063.2245764653862,-37.55685,-32.447243,498.1357
7.47E-10,-0.006850411,-0.0056179655,0.10688842,1063.2245764653862,-37.55685,-32.447243,498.1357
7.48E-10,-0.0068610082,-0.0056271204,0.107028976,1063.2245764653862,-37.55685,-32.447243,498.1357
7.49E-10,-0.0068716053,-0.0056362757,0.10716953,1063.2245764653862,-37.55685,-32.447243,498.1357
7.5E-10,-0.0068822023,-0.005645431,0.10731009,1063.2245764653862,-37.55685,-32.447243,498.1357
7.51E-10,-0.0068927994,-0.0056545865,0.10745064,1063.2245764653862,-37.55685,-32.447243,498.1357
7.52E-10,-0.0069033965,-0.005663742,0.1075912,1063.2245764653862,-37.55685,-32.447243,498.1357
7.53E-10,-0.0069139935,-0.005672897,0.107731745,1063.2245764653862,-37.55685,-32.447243,498.1357
7.54E-10,-0.0069245906,-0.0056820526,0.1078723,1063.2245764653862,-37.55685,-32.447243,498.1357
7.55E-10,-0.0069351876,-0.005691208,0.108012855,1063.2245764653862,-37.55685,-32.447243,498.1357
7.56E-10,-0.0069457847,-0.0057003633,0.10815341,1063.2245764653862,-37.55685,-32.447243,498.1357
7.57E-10,-0.0069563817,-0.0057095187,0.108293965,1063.2245764653862,-37.55685,-32.447243,498.1357
7.58E-10,-0.006966979,-0.005718674,0.10843452,1063.2245764653862,-37.55685,-32.447243,498.1357
7.59E-10,-0.0069775763,-0.0057278294,0.108575076,1063.2245764653862,-37.55685,-32.447243,498.1357
7.6E-10,-0.0069881734,-0.005736985,0.10871563,1063.2245764653862,-37.55685,-32.447243,498.1357
7.61E-10,-0.0069987704,-0.00574614,0.10885618,1063.2245764653862,-37.55685,-32.447243,498.1357
7.62E-10,-0.0070093675,-0.005755295,0.108996734,1063.2245764653862,-37.55685,-32.447243,498.1357
7.63E-10,-0.0070199645,-0.0057644504,0.10913729,1063.2245764653862,-37.55685,-32.447243,498.1357
7.64E-10,-0.0070305616,-0.005773606,0.109277844,1063.2245764653862,-37.55685,-32.447243,498.1357
7.65E-10,-0.0070411586,-0.005782761,0.1094184,1063.2245764653862,-37.55685,-32.447243,498.1357
7.66E-10,-0.0070517557,-0.0057919165,0.109558955,1063.2245764653862,-37.55685,-32.447243,498.1357
7.67E-10,-0.0070623527,-0.005801072,0.10969951,1063.2245764653862,-37.55685,-32.447243,498.1357
7.68E-10,-0.00707295,-0.0058102272,0.109840065,1063.2245764653862,-37.55685,-32.447243,498.1357
7.69E-10,-0.007083547,-0.0058193826,0.10998061,1063.2245764653862,-37.55685,-32.447243,498.1357
7.7E-10,-0.007094144,-0.005828538,0.11012117,1063.2245764653862,-37.55685,-32.447243,498.1357
7.71E-10,-0.007104741,-0.0058376933,0.11026172,1063.2245764653862,-37.55685,-32.447243,498.1357
7.72E-10,-0.007115338,-0.0058468487,0.11040228,1063.2245764653862,-37.55685,-32.447243,498.1357
7.73E-10,-0.007125935,-0.005856004,0.110542834,1063.2245764653862,-37.55685,-32.447243,498.1357
7.74E-10,-0.007136532,-0.0058651594,0.11068339,1063.2245764653862,-37.55685,-32.447243,498.1357
7.75E-10,-0.007147129,-0.0058743143,0.110823944,1063.2245764653862,-37.55685,-32.447243,498.1357
7.76E-10,-0.007157726,-0.0058834697,0.11096449,1063.2245764653862,-37.55685,-32.447243,498.1357
7.77E-10,-0.0071683233,-0.005892625,0.11110505,1063.2245764653862,-37.55685,-32.447243,498.1357
7.78E-10,-0.0071789203,-0.0059017804,0.1112456,1063.2245764653862,-37.55685,-32.447243,498.1357
7.79E-10,-0.0071895174,-0.005910936,0.11138616,1063.2245764653862,-37.55685,-32.447243,498.1357
7.8E-10,-0.0072001144,-0.005920091,0.11152671,1063.2245764653862,-37.55685,-32.447243,498.1357
7.81E-10,-0.0072107115,-0.0059292465,0.11166727,1063.2245764653862,-37.55685,-32.447243,498.1357
7.82E-10,-0.0072213085,-0.005938402,0.11180782,1063.2245764653862,-37.55685,-32.447243,498.1357
7.83E-10,-0.0072319056,-0.0059475573,0.11194838,1063.2245764653862,-37.55685,-32.447243,498.1357
7.84E-10,-0.0072425026,-0.0059567126,0.112088926,1063.2245764653862,-37.55685,-32.447243,498.1357
7.85E-10,-0.0072530997,-0.005965868,0.11222948,1063.2245764653862,-37.55685,-32.447243,498.1357
7.86E-10,-0.0072636968,-0.0059750234,0.11237004,1063.2245764653862,-37.55685,-32.447243,498.1357
7.87E-10,-0.007274294,-0.0059841787,0.11251059,1063.2245764653862,-37.55685,-32.447243,498.1357
7.88E-10,-0.007284891,-0.0059933336,0.11265115,1063.2245764653862,-37.55685,-32.447243,498.1357
7.89E-10,-0.007295488,-0.006002489,0.1127917,1063.2245764653862,-37.55685,-32.447243,498.1357
7.9E-10,-0.007306085,-0.0060116444,0.11293226,1063.2245764653862,-37.55685,-32.447243,498.1357
7.91E-10,-0.007316682,-0.0060207997,0.11307281,1063.2245764653862,-37.55685,-32.447243,498.1357
7.92E-10,-0.007327279,-0.006029955,0.11321336,1063.2245764653862,-37.55685,-32.447243,498.1357
7.93E-10,-0.007337876,-0.0060391105,0.113353916,1063.2245764653862,-37.55685,-32.447243,498.1357
7.94E-10,-0.007348473,-0.006048266,0.11349447,1063.2245764653862,-37.55685,-32.447243,498.1357
7.95E-10,-0.0073590702,-0.006057421,0.113635026,1063.2245764653862,-37.55685,-32.447243,498.1357
7.96E-10,-0.0073696673,-0.0060665766,0.11377558,1063.2245764653862,-37.55685,-32.447243,498.1357
7.97E-10,-0.0073802643,-0.006075732,0.11391614,1063.2245764653862,-37.55685,-32.447243,498.1357
7.98E-10,-0.0073908614,-0.0060848873,0.11405669,1063.2245764653862,-37.55685,-32.447243,498.1357
7.99E-10,-0.0074014585,-0.0060940427,0.11419724,1063.2245764653862,-37.55685,-32.447243,498.1357
8.0E-10,-0.0074120555,-0.006103198,0.114337794,1063.2245764653862,-37.55685,-32.447243,498.1357
8.01E-10,-0.0074226526,-0.006112353,0.11447835,1063.2245764653862,-37.55685,-32.447243,498.1357
8.02E-10,-0.0074332496,-0.0061215083,0.114618905,1063.2245764653862,-37.55685,-32.447243,498.1357
8.03E-10,-0.0074438467,-0.0061306637,0.11475946,1063.2245764653862,-37.55685,-32.447243,498.1357
8.04E-10,-0.0074544437,-0.006139819,0.114900015,1063.2245764653862,-37.55685,-32.447243,498.1357
8.05E-10,-0.007465041,-0.0061489744,0.11504057,1063.2245764653862,-37.55685,-32.447243,498.1357
8.06E-10,-0.007475638,-0.00615813,0.115181126,1063.2245764653862,-37.55685,-32.447243,498.1357
8.07E-10,-0.007486235,-0.006167285,0.11532167,1063.2245764653862,-37.55685,-32.447243,498.1357
8.08E-10,-0.007496832,-0.0061764405,0.11546223,1063.2245764653862,-37.55685,-32.447243,498.1357
8.09E-10,-0.007507429,-0.006185596,0.115602784,1063.2245764653862,-37.55685,-32.447243,498.1357
8.1E-10,-0.007518026,-0.0061947512,0.11574334,1063.2245764653862,-37.55685,-32.447243,498.1357
8.11E-10,-0.007528623,-0.0062039066,0.115883894,1063.2245764653862,-37.55685,-32.447243,498.1357
8.12E-10,-0.00753922,-0.006213062,0.11602445,1063.2245764653862,-37.55685,-32.447243,498.1357
8.13E-10,-0.007549817,-0.0062222173,0.116165005,1063.2245764653862,-37.55685,-32.447243,498.1357
8.14E-10,-0.0075604143,-0.0062313722,0.11630556,1063.2245764653862,-37.55685,-32.447243,498.1357
8.15E-10,-0.0075710113,-0.0062405276,0.11644611,1063.2245764653862,-37.55685,-32.447243,498.1357
8.16E-10,-0.0075816084,-0.006249683,0.11658666,1063.2245764653862,-37.55685,-32.447243,498.1357
8.17E-10,-0.0075922054,-0.0062588383,0.11672722,1063.2245764653862,-37.55685,-32.447243,498.1357
8.18E-10,-0.0076028025,-0.0062679937,0.11686777,1063.2245764653862,-37.55685,-32.447243,498.1357
8.19E-10,-0.0076133995,-0.006277149,0.11700833,1063.2245764653862,-37.55685,-32.447243,498.1357
8.2E-10,-0.0076239966,-0.0062863044,0.11714888,1063.2245764653862,-37.55685,-32.447243,498.1357
8.21E-10,-0.0076345936,-0.00629546,0.11728944,1063.2245764653862,-37.55685,-32.447243,498.1357
8.22E-10,-0.0076451907,-0.006304615,0.11742999,1063.2245764653862,-37.55685,-32.447243,498.1357
8.23E-10,-0.0076557877,-0.0063137705,0.11757054,1063.2245764653862,-37.55685,-32.447243,498.1357
8.24E-10,-0.007666385,-0.006322926,0.1177111,1063.2245764653862,-37.55685,-32.447243,498.1357
8.25E-10,-0.007676982,-0.0063320813,0.11785165,1063.2245764653862,-37.55685,-32.447243,498.1357
8.26E-10,-0.007687579,-0.0063412366,0.11799221,1063.2245764653862,-37.55685,-32.447243,498.1357
8.27E-10,-0.0076981764,-0.0063503915,0.11813276,1063.2245764653862,-37.55685,-32.447243,498.1357
8.28E-10,-0.0077087735,-0.006359547,0.11827332,1063.2245764653862,-37.55685,-32.447243,498.1357
8.29E-10,-0.0077193705,-0.0063687023,0.11841387,1063.2245764653862,-37.55685,-32.447243,498.1357
8.3E-10,-0.0077299676,-0.0063778576,0.11855442,1063.2245764653862,-37.55685,-32.447243,498.1357
8.31E-10,-0.0077405646,-0.006387013,0.118694976,1063.2245764653862,-37.55685,-32.447243,498.1357
8.32E-10,-0.0077511617,-0.0063961684,0.11883553,1063.2245764653862,-37.55685,-32.447243,498.1357
8.33E-10,-0.0077617588,-0.0064053237,0.11897609,1063.2245764653862,-37.55685,-32.447243,498.1357
8.34E-10,-0.007772356,-0.006414479,0.11911664,1063.2245764653862,-37.55685,-32.447243,498.1357
8.35E-10,-0.007782953,-0.0064236345,0.1192572,1063.2245764653862,-37.55685,-32.447243,498.1357
8.36E-10,-0.00779355,-0.00643279,0.11939775,1063.2245764653862,-37.55685,-32.447243,498.1357
8.37E-10,-0.007804147,-0.006441945,0.1195383,1063.2245764653862,-37.55685,-32.447243,498.1357
8.38E-10,-0.007814744,-0.0064511006,0.119678855,1063.2245764653862,-37.55685,-32.447243,498.1357
8.39E-10,-0.007825341,-0.006460256,0.11981941,1063.2245764653862,-37.55685,-32.447243,498.1357
8.4E-10,-0.007835938,-0.006469411,0.119959965,1063.2245764653862,-37.55685,-32.447243,498.1357
8.41E-10,-0.007846535,-0.006478566,0.12010052,1063.2245764653862,-37.55685,-32.447243,498.1357
8.42E-10,-0.007857132,-0.0064877216,0.120241076,1063.2245764653862,-37.55685,-32.447243,498.1357
8.43E-10,-0.007867729,-0.006496877,0.12038163,1063.2245764653862,-37.55685,-32.447243,498.1357
8.44E-10,-0.007878326,-0.0065060323,0.120522186,1063.2245764653862,-37.55685,-32.447243,498.1357
8.45E-10,-0.007888923,-0.0065151877,0.120662734,1063.2245764653862,-37.55685,-32.447243,498.1357
8.46E-10,-0.00789952,-0.006524343,0.12080329,1063.2245764653862,-37.55685,-32.447243,498.1357
8.47E-10,-0.0079101175,-0.0065334984,0.120943844,1063.2245764653862,-37.55685,-32.447243,498.1357
8.48E-10,-0.007920714,-0.006542654,0.1210844,1063.2245764653862,-37.55685,-32.447243,498.1357
8.49E-10,-0.007931312,-0.006551809,0.121224955,1063.2245764653862,-37.55685,-32.447243,498.1357
8.5E-10,-0.007941908,-0.0065609645,0.12136551,1063.2245764653862,-37.55685,-32.447243,498.1357
8.51E-10,-0.007952506,-0.00657012,0.121506065,1063.2245764653862,-37.55685,-32.447243,498.1357
8.52E-10,-0.007963102,-0.0065792752,0.12164662,1063.2245764653862,-37.55685,-32.447243,498.1357
8.53E-10,-0.0079737,-0.00658843,0.12178717,1063.2245764653862,-37.55685,-32.447243,498.1357
8.54E-10,-0.007984296,-0.0065975855,0.12192772,1063.2245764653862,-37.55685,-32.447243,498.1357
8.55E-10,-0.007994894,-0.006606741,0.12206828,1063.2245764653862,-37.55685,-32.447243,498.1357
8.56E-10,-0.0080054905,-0.0066158962,0.12220883,1063.2245764653862,-37.55685,-32.447243,498.1357
8.57E-10,-0.008016088,-0.0066250516,0.12234939,1063.2245764653862,-37.55685,-32.447243,498.1357
8.58E-10,-0.008026685,-0.006634207,0.122489944,1063.2245764653862,-37.55685,-32.447243,498.1357
8.59E-10,-0.008037282,-0.0066433623,0.1226305,1063.2245764653862,-37.55685,-32.447243,498.1357
8.6E-10,-0.008047879,-0.0066525177,0.12277105,1063.2245764653862,-37.55685,-32.447243,498.1357
8.61E-10,-0.008058476,-0.006661673,0.1229116,1063.2245764653862,-37.55685,-32.447243,498.1357
8.62E-10,-0.008069074,-0.0066708284,0.12305216,1063.2245764653862,-37.55685,-32.447243,498.1357
8.63E-10,-0.00807967,-0.006679984,0.12319271,1063.2245764653862,-37.55685,-32.447243,498.1357
8.64E-10,-0.008090268,-0.006689139,0.12333327,1063.2245764653862,-37.55685,-32.447243,498.1357
8.65E-10,-0.0081008645,-0.0066982945,0.12347382,1063.2245764653862,-37.55685,-32.447243,498.1357
8.66E-10,-0.008111462,-0.00670745,0.12361438,1063.2245764653862,-37.55685,-32.447243,498.1357
8.67E-10,-0.008122059,-0.006716605,0.12375493,1063.2245764653862,-37.55685,-32.447243,498.1357
8.68E-10,-0.008132656,-0.00672576,0.12389548,1063.2245764653862,-37.55685,-32.447243,498.1357
8.69E-10,-0.008143253,-0.0067349155,0.12403604,1063.2245764653862,-37.55685,-32.447243,498.1357
8.7E-10,-0.00815385,-0.006744071,0.12417659,1063.2245764653862,-37.55685,-32.447243,498.1357
8.71E-10,-0.008164447,-0.0067532263,0.12431715,1063.2245764653862,-37.55685,-32.447243,498.1357
8.72E-10,-0.008175044,-0.0067623816,0.1244577,1063.2245764653862,-37.55685,-32.447243,498.1357
8.73E-10,-0.008185641,-0.006771537,0.12459826,1063.2245764653862,-37.55685,-32.447243,498.1357
8.74E-10,-0.008196238,-0.0067806924,0.12473881,1063.2245764653862,-37.55685,-32.447243,498.1357
8.75E-10,-0.008206835,-0.0067898477,0.12487937,1063.2245764653862,-37.55685,-32.447243,498.1357
8.76E-10,-0.008217433,-0.006799003,0.12501992,1063.2245764653862,-37.55685,-32.447243,498.1357
8.77E-10,-0.008228029,-0.0068081585,0.12516047,1063.2245764653862,-37.55685,-32.447243,498.1357
8.78E-10,-0.008238627,-0.006817314,0.12530103,1063.2245764653862,-37.55685,-32.447243,498.1357
8.79E-10,-0.008249223,-0.006826469,0.12544158,1063.2245764653862,-37.55685,-32.447243,498.1357
8.8E-10,-0.008259821,-0.006835624,0.12558213,1063.2245764653862,-37.55685,-32.447243,498.1357
8.81E-10,-0.008270417,-0.0068447795,0.12572269,1063.2245764653862,-37.55685,-32.447243,498.1357
8.82E-10,-0.008281015,-0.006853935,0.12586324,1063.2245764653862,-37.55685,-32.447243,498.1357
8.83E-10,-0.008291611,-0.00686309,0.1260038,1063.2245764653862,-37.55685,-32.447243,498.1357
8.84E-10,-0.008302209,-0.0068722456,0.12614435,1063.2245764653862,-37.55685,-32.447243,498.1357
8.85E-10,-0.008312806,-0.006881401,0.12628491,1063.2245764653862,-37.55685,-32.447243,498.1357
8.86E-10,-0.008323403,-0.0068905563,0.12642546,1063.2245764653862,-37.55685,-32.447243,498.1357
8.87E-10,-0.008334,-0.0068997117,0.12656601,1063.2245764653862,-37.55685,-32.447243,498.1357
8.88E-10,-0.008344597,-0.006908867,0.12670657,1063.2245764653862,-37.55685,-32.447243,498.1357
8.89E-10,-0.008355194,-0.0069180224,0.12684712,1063.2245764653862,-37.55685,-32.447243,498.1357
8.9E-10,-0.008365791,-0.006927178,0.12698768,1063.2245764653862,-37.55685,-32.447243,498.1357
8.91E-10,-0.008376388,-0.006936333,0.12712823,1063.2245764653862,-37.55685,-32.447243,498.1357
8.92E-10,-0.008386985,-0.0069454885,0.12726879,1063.2245764653862,-37.55685,-32.447243,498.1357
8.93E-10,-0.008397582,-0.0069546434,0.12740934,1063.2245764653862,-37.55685,-32.447243,498.1357
8.94E-10,-0.0084081795,-0.006963799,0.1275499,1063.2245764653862,-37.55685,-32.447243,498.1357
8.95E-10,-0.008418776,-0.006972954,0.12769045,1063.2245764653862,-37.55685,-32.447243,498.1357
8.96E-10,-0.008429374,-0.0069821095,0.127831,1063.2245764653862,-37.55685,-32.447243,498.1357
8.97E-10,-0.00843997,-0.006991265,0.12797156,1063.2245764653862,-37.55685,-32.447243,498.1357
8.98E-10,-0.008450568,-0.0070004202,0.12811211,1063.2245764653862,-37.55685,-32.447243,498.1357
8.99E-10,-0.008461164,-0.0070095756,0.12825267,1063.2245764653862,-37.55685,-32.447243,498.1357
9.0E-10,-0.008471762,-0.007018731,0.12839322,1063.2245764653862,-37.55685,-32.447243,498.1357
9.01E-10,-0.008482358,-0.0070278863,0.12853378,1063.2245764653862,-37.55685,-32.447243,498.1357
9.02E-10,-0.008492956,-0.0070370417,0.12867433,1063.2245764653862,-37.55685,-32.447243,498.1357
9.03E-10,-0.0085035525,-0.007046197,0.12881488,1063.2245764653862,-37.55685,-32.447243,498.1357
9.04E-10,-0.00851415,-0.0070553524,0.12895544,1063.2245764653862,-37.55685,-32.447243,498.1357
9.05E-10,-0.008524747,-0.007064508,0.12909599,1063.2245764653862,-37.55685,-32.447243,498.1357
9.06E-10,-0.008535344,-0.0070736627,0.12923655,1063.2245764653862,-37.55685,-32.447243,498.1357
9.07E-10,-0.008545941,-0.007082818,0.1293771,1063.2245764653862,-37.55685,-32.447243,498.1357
9.08E-10,-0.008556538,-0.0070919734,0.12951766,1063.2245764653862,-37.55685,-32.447243,498.1357
9.09E-10,-0.008567135,-0.007101129,0.1296582,1063.2245764653862,-37.55685,-32.447243,498.1357
9.1E-10,-0.008577732,-0.007110284,0.12979876,1063.2245764653862,-37.55685,-32.447243,498.1357
9.11E-10,-0.008588329,-0.0071194395,0.12993932,1063.2245764653862,-37.55685,-32.447243,498.1357
9.12E-10,-0.0085989265,-0.007128595,0.13007987,1063.2245764653862,-37.55685,-32.447243,498.1357
9.13E-10,-0.008609523,-0.0071377503,0.13022043,1063.2245764653862,-37.55685,-32.447243,498.1357
9.14E-10,-0.008620121,-0.0071469056,0.13036098,1063.2245764653862,-37.55685,-32.447243,498.1357
9.15E-10,-0.008630717,-0.007156061,0.13050154,1063.2245764653862,-37.55685,-32.447243,498.1357
9.16E-10,-0.008641315,-0.0071652164,0.13064209,1063.2245764653862,-37.55685,-32.447243,498.1357
9.17E-10,-0.008651911,-0.0071743717,0.13078265,1063.2245764653862,-37.55685,-32.447243,498.1357
9.18E-10,-0.008662509,-0.007183527,0.1309232,1063.2245764653862,-37.55685,-32.447243,498.1357
9.19E-10,-0.008673105,-0.007192682,0.13106374,1063.2245764653862,-37.55685,-32.447243,498.1357
9.2E-10,-0.008683703,-0.0072018374,0.1312043,1063.2245764653862,-37.55685,-32.447243,498.1357
9.21E-10,-0.0086942995,-0.0072109927,0.13134485,1063.2245764653862,-37.55685,-32.447243,498.1357
9.22E-10,-0.008704897,-0.007220148,0.13148542,1063.2245764653862,-37.55685,-32.447243,498.1357
9.23E-10,-0.008715494,-0.0072293035,0.13162597,1063.2245764653862,-37.55685,-32.447243,498.1357
9.24E-10,-0.008726091,-0.007238459,0.13176653,1063.2245764653862,-37.55685,-32.447243,498.1357
